service,name,longitude,latitude,location_type,file_path,5m_area,5m_total_pop,5m_reachfactor,10m_area,10m_total_pop,10m_reachfactor,15m_area,15m_total_pop,15m_reachfactor,20m_area,20m_total_pop,20m_reachfactor,25m_area,25m_total_pop,25m_reachfactor,30m_area,30m_total_pop,30m_reachfactor
Blackpool Borough Council,Moor Park,-3.0365407,53.8484113,destination,239664.5,936.0,0.6866,1216181.65,5003.0,0.871,2964236.23,12569.0,0.9435,5176478.19,19617.0,0.9268,7401071.61,27591.0,0.8481,10455737.92,38149.0,0.832
Blackpool Borough Council,Palatine,-3.0415586,53.7951557,destination,285013.65,1559.0,0.8165,1319358.66,8308.0,0.9449,3160396.9,20008.0,1.0,5769715.49,34828.0,1.0,8658825.29,50953.0,0.9922,11424295.74,62195.0,0.9091
Blackpool Borough Council,Revoe,-3.0451332,53.8088766,destination,388561.81,3225.0,1.0,1582931.9,11083.0,1.0,3226751.06,21323.0,1.0,5353719.51,32512.0,0.9586,7911134.47,46046.0,0.9065,10820973.75,60159.0,0.8611
Bolton Metropolitan Borough Council,Blackrod Library,-2.5864397,53.5945278,destination,332030.69,1494.0,0.9512,1047291.2,2618.0,0.7501,2199745.97,3787.0,0.7002,4225258.14,4350.0,0.7565,6988097.17,5496.0,0.8008,9526873.35,7692.0,0.7581
Bolton Metropolitan Borough Council,Bolton Central Library,-2.427583,53.57925,destination,272950.67,569.0,0.7819,1356688.74,2761.0,0.9717,3222286.41,7848.0,1.0,6093046.93,20651.0,1.0,9820678.8,44606.0,1.0,14655968.97,69245.0,1.0
Bolton Metropolitan Borough Council,Breightmet Library,-2.3842756,53.5823666,destination,246659.31,935.0,0.7066,1246345.31,5881.0,0.8926,2919776.87,11531.0,0.9294,5303634.05,18394.0,0.9496,8642073.72,25687.0,0.9903,12761202.47,37722.0,1.0
Bolton Metropolitan Borough Council,Bromley Cross Library,-2.4185914,53.6171655,destination,338889.53,1695.0,0.9708,1371795.17,5561.0,0.9825,3057901.95,10158.0,0.9734,5201951.16,14786.0,0.9314,8196445.07,21853.0,0.9392,12007253.35,30203.0,0.9555
Bolton Metropolitan Borough Council,Farnworth Library,-2.3967506,53.551427,destination,388385.01,1875.0,1.0,1534952.06,6493.0,1.0,3547634.84,14088.0,1.0,6070883.75,21612.0,1.0,9844518.8,33227.0,1.0,14319654.31,48034.0,1.0
Bolton Metropolitan Borough Council,Harwood Library,-2.3966462,53.6047645,destination,294270.52,1355.0,0.843,1266184.34,4212.0,0.9068,3161203.46,9339.0,1.0,5515424.59,13442.0,0.9875,8756457.96,19178.0,1.0,12659814.95,27024.0,1.0
Bolton Metropolitan Borough Council,High Street Library,-2.4394181,53.5672773,destination,392492.85,4513.0,1.0,1545277.39,11592.0,1.0,3567365.04,26130.0,1.0,6323781.76,39790.0,1.0,9698709.13,50847.0,1.0,14105790.54,67380.0,1.0
Bolton Metropolitan Borough Council,Horwich Library,-2.5492008,53.6018688,destination,369282.33,2801.0,1.0,1444795.63,7184.0,1.0,3254017.0,11201.0,1.0,5257567.52,13889.0,0.9414,8295187.73,15416.0,0.9506,11865079.76,18551.0,0.9442
Bolton Metropolitan Borough Council,Little Lever Library,-2.371909,53.5619872,destination,255581.13,1274.0,0.7322,1259940.22,7316.0,0.9024,2599311.31,11616.0,0.8274,4899226.02,15280.0,0.8772,7553800.56,21514.0,0.8656,11245413.33,32235.0,0.8949
Bolton Metropolitan Borough Council,Westhoughton Library,-2.5205051,53.5490204,destination,308589.54,1132.0,0.884,1407618.99,5887.0,1.0,3217220.05,12874.0,1.0,5889963.55,19163.0,1.0,8903972.65,23749.0,1.0,12528420.92,26363.0,0.997
"Bournemouth, Christchurch and Poole Council",Boscombe Library,-1.8366002,50.7267573,destination,214399.06,2554.0,0.6142,1129921.98,11334.0,0.8092,2641317.3,20185.0,0.8408,4549504.43,31569.0,0.8146,6791970.03,44352.0,0.7783,9421892.32,60082.0,0.7498
"Bournemouth, Christchurch and Poole Council",Branksome Library,-1.9318037,50.7285689,destination,323847.78,2414.0,0.9278,1310039.14,8852.0,0.9382,3041041.77,18580.0,0.968,5767926.85,30372.0,1.0,9183394.78,45164.0,1.0,13143707.96,58078.0,1.0
"Bournemouth, Christchurch and Poole Council",Broadstone Library,-1.9934908,50.7603252,destination,215778.93,593.0,0.6182,1199103.97,3102.0,0.8588,2846190.68,7525.0,0.906,5213840.7,12807.0,0.9335,8773580.95,21187.0,1.0,12415116.12,28365.0,0.988
"Bournemouth, Christchurch and Poole Council",Canford Cliffs Library,-1.9159474,50.7052796,destination,269104.16,429.0,0.7709,943416.2,1441.0,0.6757,2134885.38,3102.0,0.6796,3603519.97,6120.0,0.6452,5551484.54,10112.0,0.6362,7565442.82,16858.0,0.602
"Bournemouth, Christchurch and Poole Council",Canford Heath Library,-1.9647654,50.7413272,destination,279048.48,1529.0,0.7994,1104695.25,4067.0,0.7912,2651086.06,8926.0,0.8439,4977793.33,17438.0,0.8913,8228953.97,29623.0,0.943,11987223.81,41502.0,0.9539
"Bournemouth, Christchurch and Poole Council",Castlepoint Library,-1.8430211,50.7513979,destination,347526.44,854.0,0.9956,1387756.94,5042.0,0.9939,3239910.57,10481.0,1.0,5239239.14,17102.0,0.9381,8034212.49,27183.0,0.9207,11511125.62,41319.0,0.916
"Bournemouth, Christchurch and Poole Council",Charminster Library,-1.8611965,50.7454583,destination,392682.77,2123.0,1.0,1562836.69,8909.0,1.0,3461504.55,19425.0,1.0,5966808.71,36249.0,1.0,9470958.46,55383.0,1.0,13429844.48,73022.0,1.0
"Bournemouth, Christchurch and Poole Council",Christchurch,-1.7776128,50.7345024,destination,368840.72,783.0,1.0,1292433.25,3239.0,0.9256,2529470.03,7119.0,0.8052,4486897.02,13395.0,0.8034,7455142.45,22520.0,0.8543,12245873.05,35634.0,0.9745
"Bournemouth, Christchurch and Poole Council",Creekmoor Library,-2.0049306,50.7422501,destination,236627.44,964.0,0.6779,834869.85,4038.0,0.5979,2083710.46,6272.0,0.6633,4071208.33,9837.0,0.7289,6682056.24,15217.0,0.7657,9778113.14,22467.0,0.7781
"Bournemouth, Christchurch and Poole Council",Ensbury Park,-1.8877415,50.7519343,destination,404257.97,2862.0,1.0,1572973.5,9009.0,1.0,3650796.36,20247.0,1.0,6338636.74,34753.0,1.0,9808214.18,51478.0,1.0,13824712.95,68389.0,1.0
"Bournemouth, Christchurch and Poole Council",Hamworthy Library,-2.0041738,50.7147586,destination,237308.97,568.0,0.6798,927100.58,2845.0,0.664,1806293.77,5813.0,0.575,2991775.95,10292.0,0.5357,4350938.29,13857.0,0.4986,6277574.2,17850.0,0.4996
"Bournemouth, Christchurch and Poole Council",Highcliffe,-1.6966757,50.7426844,destination,348190.44,1387.0,0.9975,1419203.06,3571.0,1.0,2971908.04,6497.0,0.946,4565692.63,8624.0,0.8175,6213054.33,11038.0,0.712,9221243.88,14650.0,0.7338
